url,prompt,output
www.senseglove.com,Full Description,"At SenseGlove we see virtual and augmented reality as an enabler for real world applications. We believe that providing interactions with objects and persons equal to those in the real world is the only way to utilize VR and AR's potential fully. The SenseGlove offers the most natural interaction in virtual and augmented reality. With the SenseGlove, virtual objects are brought to life, you can feel, touch, and interact with them as if they are real."
www.senseglove.com,Industry Groups,"Hardware, Science and Engineering, Software"
www.senseglove.com,Founders,"Gijs den Butter, Johannes Luijten"
www.senseglove.com,Twitter,https://www.twitter.com/inklesstocano
www.senseglove.com,Facebook,https://www.facebook.com/jetcampcom/
www.senseglove.com,LinkedIn,https://www.linkedin.com/company/senseglove/
delft-imp.nl/,Organization Name,Delft IMP
delft-imp.nl/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
delft-imp.nl/,Industries,"Consulting, Nanotechnology, Service Industry"
delft-imp.nl/,Description,"Delft IMP offers consultancy, research & development services."
delft-imp.nl/,DB Rank,"64,982"
delft-imp.nl/,Website,delft-imp.nl/
delft-imp.nl/,Estimated Revenue,$1M to $10M
delft-imp.nl/,Operating Status,Active
delft-imp.nl/,Phone Number,+31152784388
delft-imp.nl/,Contact Email,info@delft-imp.nl
delft-imp.nl/,Actively Hiring,info@delft-imp.nl
delft-imp.nl/,Full Description,"Delft IMP (Intensified Materials Production) commercializes nanostructuring of particles using atomic and molecular layer deposition (ALD and MLD), based on the patented and publicized IP and know-how developed within the Product & Process Engineering (PPE) group at Delft University of Technology. Following various feasibility projects between industry and university, Delft IMP was initiated end 2014 to truly commercialize the technology."
delft-imp.nl/,Industry Groups,"Other, Professional Services, Science and Engineering"
delft-imp.nl/,Founders,"John Nijenhuis, Ruud Ommen"
delft-imp.nl/,Twitter,https://twitter.com/patsdrones
delft-imp.nl/,Facebook,https://www.facebook.com/ConferenceCompass?fref=ts
delft-imp.nl/,LinkedIn,https://www.linkedin.com/company/delft-imp-b-v-
www.ceadgroup.com/,Organization Name,CEAD Group
www.ceadgroup.com/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.ceadgroup.com/,Industries,"Industrial Automation, Industrial Engineering, Manufacturing, Mechanical Engineering"
www.ceadgroup.com/,Description,CEAD is a technology supplier on the frontier of composite additive manufacturing.
www.ceadgroup.com/,DB Rank,"65,065"
www.ceadgroup.com/,Website,www.ceadgroup.com/
www.ceadgroup.com/,Operating Status,Active
www.ceadgroup.com/,Phone Number,+31 (0)15 - 737 01 83
www.ceadgroup.com/,Contact Email,info@ceadgroup.com
www.ceadgroup.com/,Actively Hiring,info@ceadgroup.com
www.ceadgroup.com/,Full Description,"CEAD is a technology supplier on the frontier of composite additive manufacturing. The development of the CFAM 3D printer has been a breakthrough in printing with a continuous carbon or glass fiber. The large printing area of 4m x 2m x 1,5m makes this technology suitable for large structural composite components and molds. Printing with a wide range of polymer matrix materials from PP up to PEEK."
www.ceadgroup.com/,Industry Groups,"Manufacturing, Science and Engineering"
www.ceadgroup.com/,Founders,"Lucas Janssen, Maarten Logtenberg"
www.ceadgroup.com/,Twitter,https://twitter.com/aqysta
www.ceadgroup.com/,Facebook,https://www.facebook.com/Qlayers-351167045460330/
www.ceadgroup.com/,LinkedIn,https://www.linkedin.com/company/ceadgroup/
www.weatherfinecasting.com/,Organization Name,Whiffle
www.weatherfinecasting.com/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.weatherfinecasting.com/,Industries,"Energy, Solar, Wind Energy"
www.weatherfinecasting.com/,Description,"Whiffle is a weather forecasting firm that offers services for weather forecasts, wind energy, and solar power."
www.weatherfinecasting.com/,DB Rank,"67,292"
www.weatherfinecasting.com/,Founded Date,May 2016
www.weatherfinecasting.com/,Website,www.weatherfinecasting.com/
www.weatherfinecasting.com/,Operating Status,Active
www.weatherfinecasting.com/,Phone Number,+31 152026161
www.weatherfinecasting.com/,Contact Email,info@whiffle.nl
www.weatherfinecasting.com/,Actively Hiring,info@whiffle.nl
www.weatherfinecasting.com/,Full Description,"Whiffle is a weather forecasting firm that offers services for weather forecasts, wind energy, and solar power."
www.weatherfinecasting.com/,Industry Groups,"Energy, Natural Resources, Sustainability"
www.weatherfinecasting.com/,Twitter,https://twitter.com/jetcampcom
www.weatherfinecasting.com/,Facebook,https://www.facebook.com/nightbalanceteam
www.weatherfinecasting.com/,LinkedIn,https://www.linkedin.com/company/whiffle/
www.qphox.eu/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.qphox.eu/,Industries,"Computer, Hardware"
www.qphox.eu/,Description,"QphoX builds quantum modem device, connecting quantum computers across a quantum network."
www.qphox.eu/,DB Rank,"69,451"
www.qphox.eu/,Website,www.qphox.eu/
www.qphox.eu/,Estimated Revenue,Less than $1M
www.qphox.eu/,Operating Status,Active
www.qphox.eu/,Full Description,"QphoX builds quantum modem device, connecting quantum computers across a quantum network."
www.qphox.eu/,Industry Groups,"Consumer Electronics, Hardware"
www.qphox.eu/,Founders,"Frederick Hijazi, Robert Stockill, Simon Groeblacher"
www.qphox.eu/,Twitter,https://twitter.com/ConfCompass?lang=en
www.qphox.eu/,Facebook,https://www.facebook.com/we4sea/
www.qphox.eu/,LinkedIn,https://www.linkedin.com/company/qphox/about/
nerdalize.com/,Organization Name,Nerdalize
nerdalize.com/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
nerdalize.com/,Industries,"Cloud Computing, Computer, Electronics, Energy, Energy Efficiency, Information Services, Information Technology, Renewable Energy, Service Industry, Virtual Reality"
nerdalize.com/,Description,Nerdalize is a technology company that offers sustainable energy solutions to power computers and generate heat.
nerdalize.com/,DB Rank,"72,059"
nerdalize.com/,Founded Date,"Sep 13, 2013"
nerdalize.com/,Website,nerdalize.com/
nerdalize.com/,Estimated Revenue,$1M to $10M
nerdalize.com/,Operating Status,Active
nerdalize.com/,Phone Number,+310153010022
nerdalize.com/,Contact Email,info@nerdalize.com
nerdalize.com/,Actively Hiring,info@nerdalize.com
nerdalize.com/,Full Description,"Nerdalize is a technology company that offers sustainable energy solutions to power computers and generate heat. The company offers The Nerdalize heater, an innovative e-radiator drawing its power from large computer cooling systems to be an affordable heating solution for residential and commercial customers, putting excess heat to good use. Nerdalize was founded by Boaz Leupe, Mathijs de Meijer, and Florian Schneider in 2013."
nerdalize.com/,Industry Groups,"Consumer Electronics, Energy, Hardware, Information Technology, Internet Services, Other, Software, Sustainability"
nerdalize.com/,Founders,"Boaz Leupe, Florian Schneider, Mathijs de Meijer"
nerdalize.com/,Twitter,https://twitter.com/qlayersbv
nerdalize.com/,LinkedIn,http://www.linkedin.com/company/nerdalize
4foldcontainers.com/,Organization Name,Holland Container Innovations
4foldcontainers.com/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
4foldcontainers.com/,Industries,"Shipping, Transportation"
4foldcontainers.com/,Description,Holland Container Innovations finds a solution to reduce costs of empty container repositioning.
4foldcontainers.com/,DB Rank,"74,068"
4foldcontainers.com/,Website,4foldcontainers.com/
4foldcontainers.com/,Operating Status,Active
4foldcontainers.com/,Phone Number,31(0)6 15308239
4foldcontainers.com/,Contact Email,info@4foldcontainers.com
4foldcontainers.com/,Actively Hiring,info@4foldcontainers.com
4foldcontainers.com/,Full Description,"Holland Container Innovations (HCI) was founded in 2008 to find a solution to reduce costs of empty container repositioning. This issue costs the industry over twenty-five billion US dollars per year. HCI has since developed and marketed the idea for the 4FOLD foldable shipping container. The company is a spinoff from the Delft University of Technology in The Netherlands. In 2009, funded by private investors with a long term vision, HCI built a first prototype of the foldable container together with co-funder and co-creator CMA-CGM. This prototype served as a proof of concept. Two years later, in 2011, HCI built a new prototype that received the important Container Safety Convention (CSC) certification. In close cooperation with a Chinese manufacturer, HCI built another redesigned and improved container in 2013. In March of that year, 4FOLD was the first 40ft foldable container in the world to receive ISO certification. This ISO certificate finally guarantees that the foldable container meets all industry requirements and paves the way for use in the existing logistic system."
4foldcontainers.com/,Industry Groups,Transportation
4foldcontainers.com/,Founders,Simon Bosschieter
4foldcontainers.com/,Twitter,https://twitter.com/NightBalance
4foldcontainers.com/,LinkedIn,http://www.linkedin.com/company/holland-container-innovations
www.loop-of-life.com/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.loop-of-life.com/,Industries,"Biomass Energy, Environmental Consulting"
www.loop-of-life.com/,Description,"Loop offers a coffin filled with a soft bed of moss, that not only feels good but also contributes to the composting process."
www.loop-of-life.com/,DB Rank,"74,403"
www.loop-of-life.com/,Website,www.loop-of-life.com/
www.loop-of-life.com/,Operating Status,Active
www.loop-of-life.com/,Phone Number,+316 17747426
www.loop-of-life.com/,Contact Email,info@loop-biotech.com
www.loop-of-life.com/,Actively Hiring,info@loop-biotech.com
www.loop-of-life.com/,Full Description,"Loop offers a coffin filled with a soft bed of moss, that not only feels good but also contributes to the composting process. Their vision is to restore nature by bringing human nutrients back into the cycle of life in the most natural way with a living mycelium-based coffin that enables people to enrich the soil and allow new seedlings to thrive."
www.loop-of-life.com/,Industry Groups,"Energy, Natural Resources, Professional Services, Sustainability"
www.loop-of-life.com/,Founders,Bob Hendrikx
www.loop-of-life.com/,Twitter,https://twitter.com/dan_we4sea
www.loop-of-life.com/,LinkedIn,https://www.linkedin.com/company/closetheloop/?originalSubdomain=nl
sensar.nl,Organization Name,Sensar
sensar.nl,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
sensar.nl,Industries,"Civil Engineering, Cloud Data Services, Mining, Natural Resources, PaaS, Smart Cities"
sensar.nl,Description,Tracking civil engineering risks using radar satellites
sensar.nl,DB Rank,"74,525"
sensar.nl,Website,sensar.nl
sensar.nl,Estimated Revenue,Less than $1M
sensar.nl,Operating Status,Active
sensar.nl,Phone Number,+31 (0)15 262 98 8
sensar.nl,Contact Email,info@sensar.nl
sensar.nl,Actively Hiring,info@sensar.nl
sensar.nl,Full Description,"Founded by industry veterans in 2017, Sensar helps organizations manage risks related to ground subsidence. Sensar provides professional data products based on satellite radar data. From our offices in Delft, the Netherlands we support customers across the globe. At Sensar, we have a passion for bringing these highly complex satellite products into the hands of as many (engineering and decision making) professionals as possible, to allow them to create value in areas beyond our own expertise. This ambition shapes both our products and choice of partnerships."
sensar.nl,Industry Groups,"Information Technology, Internet Services, Natural Resources, Real Estate, Science and Engineering, Software, Sustainability"
sensar.nl,Founders,Jos Maccabiani
sensar.nl,Twitter,https://twitter.com/singlequantum
sensar.nl,LinkedIn,https://www.linkedin.com/company/sensarbv/
www.looprobots.com/,Organization Name,Loop Robots
www.looprobots.com/,Headquarters Location,"Delft, Zuid-Holland, The Netherlands"
www.looprobots.com/,Industries,"Artificial Intelligence, Health Care, Medical, Robotics"
www.looprobots.com/,Description,"Loop Robots automate disinfection using smart robots to make medical-grade sanitization faster, safer, and digitally auditable."
